      Datetime      ,  Rain (mm)
2026-01-25 01:00 WIB, 0.00
2026-01-25 04:00 WIB, 0.00
2026-01-25 07:00 WIB, 0.07
2026-01-25 10:00 WIB, 0.03
2026-01-25 13:00 WIB, 0.15
2026-01-25 16:00 WIB, 0.68
2026-01-25 19:00 WIB, 0.00
2026-01-25 22:00 WIB, 0.00
2026-01-26 01:00 WIB, 0.45
2026-01-26 04:00 WIB, 0.70
2026-01-26 07:00 WIB, 0.02
2026-01-26 10:00 WIB, 0.06
2026-01-26 13:00 WIB, 0.63
2026-01-26 16:00 WIB, 0.71
2026-01-26 19:00 WIB, 0.00
2026-01-26 22:00 WIB, 0.00
2026-01-27 01:00 WIB, 0.00
2026-01-27 04:00 WIB, 0.00
2026-01-27 07:00 WIB, 0.28
2026-01-27 10:00 WIB, 0.43
2026-01-27 13:00 WIB, 1.02
2026-01-27 16:00 WIB, 0.14
2026-01-27 19:00 WIB, 0.00
2026-01-27 22:00 WIB, 0.00
2026-01-28 01:00 WIB, 0.03
2026-01-28 04:00 WIB, 0.53
2026-01-28 07:00 WIB, 0.39
2026-01-28 10:00 WIB, 0.39
2026-01-28 13:00 WIB, 1.12
2026-01-28 16:00 WIB, 4.18
2026-01-28 19:00 WIB, 0.42
2026-01-28 22:00 WIB, 0.00
2026-01-29 01:00 WIB, 0.00
2026-01-29 04:00 WIB, 0.00
2026-01-29 07:00 WIB, 0.00
2026-01-29 10:00 WIB, 0.00
2026-01-29 13:00 WIB, 1.58
2026-01-29 16:00 WIB, 3.14
2026-01-29 19:00 WIB, 0.16
2026-01-29 22:00 WIB, 0.00
2026-01-30 01:00 WIB, 0.00
